m,b
0.0035000000000000005,0.004499999999999999

x0,A,B,k
10.118880373929066,0.371,-0.0302720764811772,0.25428590577898535

Transition Syn,2

0.005
0.007
0.012
0.024
0.042
0.055
0.082
0.107
0.13
0.159
0.183
0.192
0.203
0.22
0.229
0.243
0.254
0.269
0.278
0.28400000000000003
0.298
0.313
0.315
0.315
0.325
0.323
0.329
0.334
0.335
0.34900000000000003
0.35100000000000003
0.34700000000000003
0.35000000000000003
0.35000000000000003
0.353
0.356
0.367
0.362
0.362
0.365
0.371
