m,b
0.0026071428571428582,0.00717857142857143

x0,A,B,k
11.297443059908309,0.41600000000000004,-0.024561999428408626,0.3872594598180177

Transition Syn,6

0.0
0.023
0.023
0.0
0.006
0.023
0.03
0.063
0.042
0.058
0.11900000000000001
0.163
0.248
0.278
0.299
0.302
0.328
0.34700000000000003
0.34
0.359
0.357
0.361
0.368
0.384
0.386
0.384
0.373
0.399
0.391
0.382
0.404
0.384
0.392
0.405
0.402
0.402
0.396
0.393
0.40700000000000003
0.406
0.41600000000000004
