m,b
0.008800000000000002,0.0006888888888888898

x0,A,B,k
11.170341472744385,0.404,-0.01426548909586365,0.41549724123385673

Transition Syn,8

0.0
0.0
0.033
0.033
0.027
0.047
0.047
0.058
0.078
0.084
0.116
0.165
0.24
0.291
0.309
0.324
0.339
0.34400000000000003
0.35100000000000003
0.354
0.361
0.365
0.371
0.374
0.379
0.384
0.384
0.383
0.391
0.392
0.396
0.394
0.399
0.399
0.397
0.4
0.401
0.399
0.404
0.403
0.404
