m,b
0.0038214285714285707,0.027749999999999993

x0,A,B,k
10.685289262142922,0.39,-0.014162704116687023,0.4187691142281197

Transition Syn,7

0.03
0.033
0.035
0.038
0.039
0.045
0.049
0.06
0.073
0.096
0.134
0.20500000000000002
0.258
0.289
0.305
0.316
0.325
0.333
0.34
0.34800000000000003
0.353
0.357
0.362
0.367
0.367
0.371
0.372
0.374
0.376
0.378
0.377
0.381
0.382
0.383
0.384
0.387
0.388
0.388
0.388
0.388
0.39
