m,b
0.008683333333333336,-0.0011777777777777871

x0,A,B,k
11.232632039211603,0.40700000000000003,-0.015413440900478439,0.41802064829125557

Transition Syn,8

0.004
0.002
0.01
0.029
0.041
0.043000000000000003
0.04
0.063
0.07
0.088
0.113
0.159
0.234
0.291
0.31
0.326
0.34
0.34400000000000003
0.353
0.359
0.362
0.369
0.373
0.378
0.38
0.383
0.383
0.39
0.394
0.389
0.397
0.396
0.397
0.398
0.403
0.404
0.401
0.402
0.40700000000000003
0.403
0.406
