m,b
0.004023809523809525,0.02641666666666665

x0,A,B,k
10.51577856641787,0.386,-0.014381231930388212,0.4338784962839579

Transition Syn,7

0.029
0.032
0.034
0.035
0.04
0.045
0.05
0.059000000000000004
0.075
0.1
0.14300000000000002
0.217
0.266
0.28700000000000003
0.303
0.315
0.326
0.33
0.339
0.34700000000000003
0.35000000000000003
0.354
0.358
0.363
0.365
0.367
0.369
0.37
0.374
0.374
0.376
0.377
0.379
0.379
0.381
0.381
0.382
0.385
0.385
0.386
0.385
