m,b
0.004595238095238097,0.022416666666666654

x0,A,B,k
10.857262966313044,0.398,-0.015175571791231425,0.40150326759187016

Transition Syn,7

0.023
0.029
0.03
0.036000000000000004
0.04
0.043000000000000003
0.05
0.057
0.076
0.09
0.129
0.179
0.257
0.29
0.307
0.323
0.329
0.339
0.343
0.352
0.359
0.361
0.364
0.37
0.367
0.377
0.38
0.383
0.383
0.384
0.385
0.387
0.388
0.388
0.391
0.393
0.392
0.393
0.394
0.398
0.396
