m,b
0.0014999999999999996,0.011833333333333331

x0,A,B,k
9.765242693630091,0.371,-0.017396464682533176,0.3029436680131584

Transition Syn,2

0.012
0.013000000000000001
0.015
0.018000000000000002
0.025
0.035
0.054
0.081
0.115
0.153
0.198
0.228
0.246
0.26
0.273
0.28300000000000003
0.293
0.301
0.308
0.316
0.32
0.329
0.332
0.337
0.34
0.343
0.34600000000000003
0.34900000000000003
0.352
0.354
0.356
0.358
0.36
0.362
0.364
0.365
0.367
0.367
0.369
0.37
0.371
