m,b
0.009500000000000001,0.016833333333333332

x0,A,B,k
5.129538779096115,0.397,-0.021745714409826502,0.5668829944824703

Transition Syn,2

0.018000000000000002
0.024
0.037
0.06
0.099
0.17500000000000002
0.247
0.28400000000000003
0.309
0.323
0.338
0.34700000000000003
0.355
0.35100000000000003
0.353
0.368
0.363
0.372
0.367
0.37
0.37
0.375
0.369
0.373
0.378
0.381
0.377
0.376
0.38
0.382
0.387
0.38
0.383
0.388
0.385
0.385
0.388
0.384
0.372
0.397
0.385
