0.000000000000000000e+00, -7.001595952992860816e+01
1.000000000000000056e-01, -6.867939461269673984e+01
2.000000000000000111e-01, -6.799738945376829236e+01
2.999999999999999889e-01, -6.752426128592964005e+01
3.999999999999999667e-01, -6.816599388194572384e+01
4.999999999999999445e-01, -6.873779335457450657e+01
5.999999999999999778e-01, -6.839261252233954735e+01
7.000000000000000666e-01, -6.828049042260033730e+01
8.000000000000001554e-01, -6.826394924244728202e+01
9.000000000000002442e-01, -6.853273922199367973e+01
1.000000000000000222e+00, -6.856519844886857129e+01
1.100000000000000311e+00, -6.840151123131036570e+01
1.200000000000000400e+00, -6.775330802438470812e+01
1.300000000000000488e+00, -6.797359981164375142e+01
1.400000000000000577e+00, -6.863569559890527216e+01
1.500000000000000666e+00, -6.839758575100020721e+01
1.600000000000000755e+00, -6.843092964482040941e+01
1.700000000000000844e+00, -6.811458553773520919e+01
1.800000000000000933e+00, -6.770515256089282730e+01
1.900000000000001021e+00, -6.807797143975409426e+01
2.000000000000000888e+00, -6.785977047422169051e+01
2.100000000000000533e+00, -6.739872072569694694e+01
2.200000000000000178e+00, -6.774104112617361295e+01
2.299999999999999822e+00, -6.846849516702283722e+01
2.399999999999999467e+00, -6.788599402787062331e+01
2.499999999999999112e+00, -6.627590126112757218e+01
2.599999999999998757e+00, -6.570308223663334957e+01
2.699999999999998401e+00, -6.567234508693951511e+01
2.799999999999998046e+00, -6.530662802957212421e+01
2.899999999999997691e+00, -6.570962601170056416e+01
2.999999999999997335e+00, -6.623703254396905038e+01
3.099999999999996980e+00, -6.578426948193711610e+01
3.199999999999996625e+00, -6.520618598070393546e+01
3.299999999999996270e+00, -6.504289460012182644e+01
3.399999999999995914e+00, -6.481249378714450415e+01
3.499999999999995559e+00, -6.559081399467869744e+01
3.599999999999995204e+00, -6.635573256246217966e+01
3.699999999999994849e+00, -6.553905054365047533e+01
3.799999999999994493e+00, -6.516162679489889342e+01
3.899999999999994138e+00, -6.551022934911632944e+01
3.999999999999993783e+00, -6.528132087635563607e+01
4.099999999999993427e+00, -6.490904064434786847e+01
4.199999999999993072e+00, -6.502167709758626302e+01
4.299999999999992717e+00, -6.517693235760070536e+01
4.399999999999992362e+00, -6.496020144880559144e+01
4.499999999999992006e+00, -6.439389882028591217e+01
4.599999999999991651e+00, -6.459418013073305076e+01
4.699999999999991296e+00, -6.468096707040744775e+01
4.799999999999990941e+00, -6.471606989232721219e+01
4.899999999999990585e+00, -6.521855125372211148e+01
4.999999999999990230e+00, -6.561407944004211856e+01
5.099999999999989875e+00, -6.502259907506423531e+01
5.199999999999989519e+00, -6.465234576316190385e+01
5.299999999999989164e+00, -6.534333080689626172e+01
5.399999999999988809e+00, -6.599279172614734534e+01
5.499999999999988454e+00, -6.631214720281454333e+01
5.599999999999988098e+00, -6.565605880502192804e+01
5.699999999999987743e+00, -6.507470678891473881e+01
5.799999999999987388e+00, -6.546059613372378294e+01
5.899999999999987033e+00, -6.546361105157136251e+01
5.999999999999986677e+00, -6.503716017668010352e+01
6.099999999999986322e+00, -6.454793916117732522e+01
